ID,Drag_Value
F_D_WM_WW_0075,0.2721375637853628
F_D_WM_WW_0076,0.2659760916506006
F_D_WM_WW_0077,0.2640418785607274
F_D_WM_WW_0078,0.2725495815199849
F_D_WM_WW_0079,0.2615444377525354
F_D_WM_WW_0080,0.26772854687326
F_D_WM_WW_0081,0.2670334379667598
F_D_WM_WW_0082,0.2636202471793339
F_D_WM_WW_0083,0.2635515944824869
F_D_WM_WW_0084,0.2706247322676026
F_D_WM_WW_0085,0.2759413930939839
F_D_WM_WW_0086,0.2697581473967529
F_D_WM_WW_0087,0.2701029659538381
F_D_WM_WW_0088,0.2671571630817447
F_D_WM_WW_0089,0.2606027458958274
F_D_WM_WW_0090,0.2901365765681321
F_D_WM_WW_0091,0.2590043784274726
F_D_WM_WW_0092,0.2737595724664708
F_D_WM_WW_0093,0.2799799733541031
F_D_WM_WW_0094,0.2555135826548198
F_D_WM_WW_0095,0.2749331341382733
F_D_WM_WW_0096,0.2648914469895431
F_D_WM_WW_0097,0.2596049108702199
F_D_WM_WW_0098,0.2703855354081431
F_D_WM_WW_0099,0.2844964936363878
F_D_WM_WW_0100,0.2519678171378126
F_D_WM_WW_0101,0.263801876769012
F_D_WM_WW_0102,0.2567776780156554
F_D_WM_WW_0103,0.2696328026834364
F_D_WM_WW_0104,0.2642377645103529
F_D_WM_WW_0105,0.2576454071745513
F_D_WM_WW_0106,0.2856673536531667
F_D_WM_WW_0107,0.2577277593257494
F_D_WM_WW_0108,0.2699959548757885
F_D_WM_WW_0109,0.2656488915576432
F_D_WM_WW_0110,0.2847317853628175
F_D_WM_WW_0111,0.316071739815019
F_D_WM_WW_0112,0.2772748120089877
F_D_WM_WW_0113,0.2646329999159307
F_D_WM_WW_0114,0.2709286353599787
F_D_WM_WW_0115,0.2705527593781509
F_D_WM_WW_0116,0.2746656133102573
F_D_WM_WW_0117,0.2687973984721544
F_D_WM_WW_0118,0.2636994661778641
F_D_WM_WW_0119,0.2686333455259944
F_D_WM_WW_0120,0.2611372033581882
F_D_WM_WW_0121,0.2863573838113782
F_D_WM_WW_0122,0.2798176860937645
F_D_WM_WW_0123,0.2548315672535093
F_D_WM_WW_0124,0.2896579097026952
F_D_WM_WW_0125,0.2796488347035418
F_D_WM_WW_0126,0.2747543524926049
F_D_WM_WW_0127,0.2687504131050041
F_D_WM_WW_0128,0.2811542671984017
F_D_WM_WW_0129,0.2723169313655988
F_D_WM_WW_0130,0.264751608353638
F_D_WM_WW_0131,0.2680611104812114
F_D_WM_WW_0133,0.2753153299579237
F_D_WM_WW_0134,0.2555929888914099
F_D_WM_WW_0135,0.2747870253300493
F_D_WM_WW_0136,0.2697208062555284
F_D_WM_WW_0137,0.2800269580783265
F_D_WM_WW_0138,0.2529570163885817
F_D_WM_WW_0139,0.2759827809896391
F_D_WM_WW_0140,0.2723285616931821
F_D_WM_WW_0141,0.272766800745801
F_D_WM_WW_0142,0.2716422363183439
F_D_WM_WW_0143,0.2746873403120438
F_D_WM_WW_0144,0.2587088937620548
F_D_WM_WW_0145,0.2761275817582869
F_D_WM_WW_0146,0.2581459800297095
F_D_WM_WW_0147,0.2777020195530028
F_D_WM_WW_0148,0.2788565026571117
F_D_WM_WW_0149,0.2811860895082029
F_D_WM_WW_0150,0.285897504591326
F_D_WM_WW_0151,0.2671208624695646
F_D_WM_WW_0152,0.2767676153613294
F_D_WM_WW_0153,0.265883650881325
F_D_WM_WW_0154,0.2818173593029455
F_D_WM_WW_0155,0.2636379133732512
F_D_WM_WW_0156,0.2615297527767972
F_D_WM_WW_0157,0.2704426057291573
F_D_WM_WW_0158,0.2594079939037919
F_D_WM_WW_0159,0.272341930010694
F_D_WM_WW_0160,0.2695072045204087
F_D_WM_WW_0161,0.2711233476387811
F_D_WM_WW_0162,0.2761358546282438
F_D_WM_WW_0163,0.2616052730119123
F_D_WM_WW_0164,0.2571049180445288
F_D_WM_WW_0165,0.2845231408149244
F_D_WM_WW_0166,0.2713101760119822
F_D_WM_WW_0167,0.2714083264489869
F_D_WM_WW_0168,0.2811624991233274
F_D_WM_WW_0169,0.2693237383960087
F_D_WM_WW_0170,0.2693695323346404
F_D_WM_WW_0171,0.2758950574081953
F_D_WM_WW_0172,0.2669034771260735
F_D_WM_WW_0173,0.2771252819946673
F_D_WM_WW_0174,0.3122237325385754
F_D_WM_WW_0175,0.2822457616082133
F_D_WM_WW_0176,0.2796291229234884
F_D_WM_WW_0177,0.2637151744001344
F_D_WM_WW_0178,0.2721956457147612
F_D_WM_WW_0179,0.2689224774456534
F_D_WM_WW_0180,0.2793543623393847
F_D_WM_WW_0181,0.2725138259549334
F_D_WM_WW_0182,0.2908270229236354
F_D_WM_WW_0183,0.2680302853856648
F_D_WM_WW_0184,0.3000766731616131
F_D_WM_WW_0185,0.2707926888420086
F_D_WM_WW_0186,0.2667056006990344
F_D_WM_WW_0187,0.2585994916778527
F_D_WM_WW_0189,0.2677310384143648
F_D_WM_WW_0190,0.2715743321089826
F_D_WM_WW_0191,0.2794139758425398
F_D_WM_WW_0192,0.267784523421635
F_D_WM_WW_0193,0.2716755205708887
F_D_WM_WW_0194,0.2580702732846616
F_D_WM_WW_0195,0.2823021500741339
F_D_WM_WW_0196,0.272811250988931
F_D_WM_WW_0197,0.2698198251327929
F_D_WM_WW_0198,0.2593934565289025
F_D_WM_WW_0199,0.2719805040644952
F_D_WM_WW_0200,0.303020645357367
F_D_WM_WW_0201,0.2694097781449607
F_D_WM_WW_0202,0.2625284415132772
F_D_WM_WW_0203,0.2680317993600132
F_D_WM_WW_0204,0.281137473342483
F_D_WM_WW_0205,0.2551067401901498
F_D_WM_WW_0206,0.2671726372890118
F_D_WM_WW_0207,0.2632632497944575
F_D_WM_WW_0208,0.2700621795196009
F_D_WM_WW_0209,0.2793730269622421
F_D_WM_WW_0210,0.2542628791616032
F_D_WM_WW_0211,0.2596969395941513
F_D_WM_WW_0212,0.2811237991780356
F_D_WM_WW_0213,0.2624940174380999
F_D_WM_WW_0214,0.2741665708368572
F_D_WM_WW_0215,0.2755249577514904
F_D_WM_WW_0216,0.2735293130120278
F_D_WM_WW_0217,0.2778338514823222
F_D_WM_WW_0218,0.3074508166446287
F_D_WM_WW_0219,0.2759917630909669
F_D_WM_WW_0220,0.2640161249840679
F_D_WM_WW_0221,0.2634010661414735
F_D_WM_WW_0222,0.2677982585235387
F_D_WM_WW_0223,0.2742223090080259
F_D_WM_WW_0224,0.2744183503816016
F_D_WM_WW_0225,0.2507559947258625
F_D_WM_WW_0226,0.2830364279672785
F_D_WM_WW_0227,0.2649603813481091
F_D_WM_WW_0228,0.2793781549576097
F_D_WM_WW_0229,0.2878134259564525
F_D_WM_WW_0230,0.2671692029521927
F_D_WM_WW_0231,0.2750577205957829
F_D_WM_WW_0232,0.2574289539307247
F_D_WM_WW_0233,0.2450339399945701
F_D_WM_WW_0234,0.2759057339297317
F_D_WM_WW_0235,0.2660193245448398
F_D_WM_WW_0236,0.2635104309581179
F_D_WM_WW_0237,0.2837634071027796
F_D_WM_WW_0238,0.2695105839242431
F_D_WM_WW_0239,0.2820173300230293
F_D_WM_WW_0240,0.263427194067006
F_D_WM_WW_0241,0.2795350569689712
F_D_WM_WW_0242,0.2776426532151173
F_D_WM_WW_0243,0.2694467792345552
F_D_WM_WW_0244,0.2799961977962475
F_D_WM_WW_0245,0.2492896502823594
F_D_WM_WW_0246,0.2813463227701081
F_D_WM_WW_0247,0.2793922724869764
F_D_WM_WW_0248,0.2826109285323465
F_D_WM_WW_0249,0.2864541560612238
F_D_WM_WW_0250,0.2743926726065488
F_D_WM_WW_0251,0.264658453221573
F_D_WM_WW_0252,0.2694275039533215
F_D_WM_WW_0253,0.2748460176540456
F_D_WM_WW_0254,0.2654809829383374
F_D_WM_WW_0255,0.2521550746878125
F_D_WM_WW_0256,0.2547378239976433
F_D_WM_WW_0257,0.2719665033590485
F_D_WM_WW_0258,0.2654635281582221
F_D_WM_WW_0259,0.2683806217112824
F_D_WM_WW_0260,0.2685934547014241
F_D_WM_WW_0261,0.264801370915732
F_D_WM_WW_0262,0.3168595800557837
F_D_WM_WW_0263,0.2741802983590645
F_D_WM_WW_0264,0.2744581560171338
F_D_WM_WW_0265,0.2833077091157371
F_D_WM_WW_0266,0.274190095216672
F_D_WM_WW_0267,0.2793451476718319
F_D_WM_WW_0268,0.2674188003777655
F_D_WM_WW_0269,0.2622165713848297
F_D_WM_WW_0270,0.2901174665174754
F_D_WM_WW_0271,0.2723088285393135
F_D_WM_WW_0272,0.2482113069472525
F_D_WM_WW_0273,0.2727932787231847
F_D_WM_WW_0274,0.2967903953811978
F_D_WM_WW_0275,0.2406969401668661
F_D_WM_WW_0276,0.2731508442898389
F_D_WM_WW_0277,0.2875941628682667
F_D_WM_WW_0278,0.2676570877631199
F_D_WM_WW_0279,0.2765860497148656
F_D_WM_WW_0280,0.2690741980054434
F_D_WM_WW_0281,0.2794181617824645
F_D_WM_WW_0282,0.2740565092214596
F_D_WM_WW_0283,0.276101038362584
F_D_WM_WW_0284,0.2745674524380218
F_D_WM_WW_0285,0.2727968707102405
F_D_WM_WW_0286,0.2577413865190033
F_D_WM_WW_0287,0.2594287239303231
F_D_WM_WW_0288,0.2769276091306754
F_D_WM_WW_0289,0.2681608011972679
F_D_WM_WW_0290,0.2651387756213683
F_D_WM_WW_0291,0.2640571678356757
F_D_WM_WW_0292,0.290549455333654
F_D_WM_WW_0293,0.2575566877699056
F_D_WM_WW_0294,0.2860395148063359
F_D_WM_WW_0295,0.2801973401513185
F_D_WM_WW_0296,0.2712912963192666
F_D_WM_WW_0297,0.2712267975092922
F_D_WM_WW_0298,0.2710061891933068
F_D_WM_WW_0299,0.2727633271765762
F_D_WM_WW_0300,0.2876217532508701
F_D_WM_WW_0301,0.2824059982729343
F_D_WM_WW_0302,0.2648473219308211
F_D_WM_WW_0303,0.266070350642452
F_D_WM_WW_0304,0.2740412053706251
F_D_WM_WW_0305,0.2622954990957337
F_D_WM_WW_0306,0.2739054449899112
F_D_WM_WW_0307,0.2862058452292448
F_D_WM_WW_0308,0.2785528104937121
F_D_WM_WW_0309,0.2816834874447368
F_D_WM_WW_0310,0.2809798248392513
F_D_WM_WW_0311,0.2729662813162992
F_D_WM_WW_0312,0.2826288660008352
F_D_WM_WW_0313,0.2720010526271643
F_D_WM_WW_0314,0.2770659081951064
F_D_WM_WW_0315,0.2783639618763414
F_D_WM_WW_0316,0.2722973666546253
F_D_WM_WW_0317,0.2757725780386632
F_D_WM_WW_0318,0.2924285683351844
F_D_WM_WW_0319,0.2545307488017497
F_D_WM_WW_0320,0.2684629534488973
F_D_WM_WW_0321,0.2691508432367266
F_D_WM_WW_0322,0.2769616160481444
F_D_WM_WW_0323,0.2721419995785289
F_D_WM_WW_0324,0.2679785111178553
F_D_WM_WW_0325,0.2721256854122704
F_D_WM_WW_0326,0.26829439652042
F_D_WM_WW_0327,0.2739307123359378
F_D_WM_WW_0328,0.2751798479020725
F_D_WM_WW_0329,0.2520294593758923
F_D_WM_WW_0330,0.2788343254614399
F_D_WM_WW_0331,0.2826922528920554
F_D_WM_WW_0332,0.2694436196359373
F_D_WM_WW_0333,0.2637055622692745
F_D_WM_WW_0334,0.2898201198909296
F_D_WM_WW_0335,0.2827039590563092
F_D_WM_WW_0336,0.2840596616242959
F_D_WM_WW_0337,0.2774918098269035
F_D_WM_WW_0338,0.2764765843541336
F_D_WM_WW_0339,0.265489831068488
F_D_WM_WW_0340,0.2604837132926053
F_D_WM_WW_0341,0.2761670875909696
F_D_WM_WW_0342,0.2635217510781015
F_D_WM_WW_0343,0.2651695323247874
F_D_WM_WW_0344,0.2647055553868112
F_D_WM_WW_0345,0.2858250655417525
F_D_WM_WW_0346,0.2643914482424902
F_D_WM_WW_0347,0.2761293928820826
F_D_WM_WW_0348,0.2777210995294329
F_D_WM_WW_0349,0.2795598022222308
F_D_WM_WW_0350,0.2794731674730373
F_D_WM_WW_0351,0.2789145652472918
F_D_WM_WW_0352,0.2608510400888209
F_D_WM_WW_0353,0.2552260992769399
F_D_WM_WW_0354,0.2593214553594795
F_D_WM_WW_0355,0.2876447705402329
F_D_WM_WW_0356,0.2674440157179977
F_D_WM_WW_0357,0.2585892806725915
F_D_WM_WW_0358,0.2689817839569862
F_D_WM_WW_0359,0.2518825097833836
F_D_WM_WW_0360,0.2622129468378614
F_D_WM_WW_0361,0.2706673499104644
F_D_WM_WW_0362,0.2819738472785992
F_D_WM_WW_0363,0.2433315938575287
F_D_WM_WW_0364,0.2617864769677359
F_D_WM_WW_0365,0.2965550420149354
F_D_WM_WW_0366,0.2606263054367023
F_D_WM_WW_0367,0.2760101612342383
F_D_WM_WW_0368,0.2732292237919504
F_D_WM_WW_0369,0.2583989992576236
F_D_WM_WW_0370,0.2716048614431303
F_D_WM_WW_0371,0.2768032345388431
F_D_WM_WW_0372,0.2804867973813995
F_D_WM_WW_0373,0.2611459998743168
F_D_WM_WW_0374,0.2697017885757138
F_D_WM_WW_0375,0.2747896089700419
F_D_WM_WW_0376,0.2758536610004098
F_D_WM_WW_0377,0.2744590243811493
F_D_WM_WW_0378,0.2679379909499141
F_D_WM_WW_0379,0.2584529815287688
F_D_WM_WW_0380,0.27500554723469
F_D_WM_WW_0381,0.2668967966065988
F_D_WM_WW_0382,0.2920051312578583
F_D_WM_WW_0383,0.2675442619535291
F_D_WM_WW_0384,0.2634735598714361
F_D_WM_WW_0385,0.2597332663579195
F_D_WM_WW_0386,0.27458881911385
F_D_WM_WW_0387,0.2622724261387922
F_D_WM_WW_0388,0.2603803926859996
F_D_WM_WW_0389,0.2802761610663963
F_D_WM_WW_0390,0.2743293221551329
F_D_WM_WW_0391,0.2869455652198139
F_D_WM_WW_0392,0.2584613442162339
F_D_WM_WW_0393,0.2722712499613383
F_D_WM_WW_0394,0.2651560398479334
F_D_WM_WW_0395,0.2656523508206514
F_D_WM_WW_0396,0.2450915890351057
F_D_WM_WW_0397,0.2575153823929876
F_D_WM_WW_0398,0.2730016775548166
F_D_WM_WW_0399,0.282847581421855
F_D_WM_WW_0400,0.263801249722464
F_D_WM_WW_0401,0.2768277982089147
F_D_WM_WW_0402,0.2741055406829771
F_D_WM_WW_0403,0.2596953868432624
F_D_WM_WW_0404,0.2932773318677503
F_D_WM_WW_0405,0.263450611523646
F_D_WM_WW_0406,0.2742078627407572
F_D_WM_WW_0407,0.2703405887745176
F_D_WM_WW_0408,0.2844240646958731
F_D_WM_WW_0409,0.2697967807060382
F_D_WM_WW_0410,0.2793147140274886
F_D_WM_WW_0411,0.2787798038966613
F_D_WM_WW_0412,0.282341272042656
F_D_WM_WW_0413,0.2671635680883641
F_D_WM_WW_0414,0.2930971817746546
F_D_WM_WW_0415,0.2674076769009302
F_D_WM_WW_0416,0.2785373506795942
F_D_WM_WW_0417,0.2672739012428652
F_D_WM_WW_0418,0.265345723762887
F_D_WM_WW_0419,0.2717577064975106
F_D_WM_WW_0420,0.2664388557329762
F_D_WM_WW_0421,0.2956062798647573
F_D_WM_WW_0422,0.2669572497905576
F_D_WM_WW_0423,0.2692219170920946
F_D_WM_WW_0424,0.2596214839053161
F_D_WM_WW_0425,0.2742246317179676
F_D_WM_WW_0426,0.2797776600965841
F_D_WM_WW_0427,0.2708619412446461
F_D_WM_WW_0428,0.2705455622256745
F_D_WM_WW_0429,0.2731686292444651
F_D_WM_WW_0430,0.2706805633918164
F_D_WM_WW_0431,0.2690650526463941
F_D_WM_WW_0432,0.27838008659794
F_D_WM_WW_0433,0.2667290840195622
F_D_WM_WW_0434,0.2763150182513441
F_D_WM_WW_0435,0.272462023595283
F_D_WM_WW_0436,0.2573824516559174
F_D_WM_WW_0437,0.2629680566483497
F_D_WM_WW_0438,0.258109943303731
F_D_WM_WW_0439,0.2681722178816224
F_D_WM_WW_0440,0.2705090955666541
F_D_WM_WW_0441,0.2677538985765837
F_D_WM_WW_0442,0.2785464212723379
F_D_WM_WW_0443,0.2822554847647277
F_D_WM_WW_0444,0.2956889889944334
F_D_WM_WW_0445,0.2720292536943786
F_D_WM_WW_0447,0.2740133549934404
F_D_WM_WW_0448,0.2617529300015571
F_D_WM_WW_0449,0.277298579391195
F_D_WM_WW_0450,0.2734939817114016
F_D_WM_WW_0451,0.2754065292139012
F_D_WM_WW_0452,0.2721051042017261
F_D_WM_WW_0453,0.2641394326583329
F_D_WM_WW_0454,0.258139139180028
F_D_WM_WW_0455,0.2743112530506623
F_D_WM_WW_0456,0.2696166856143075
F_D_WM_WW_0457,0.2543814012553472
F_D_WM_WW_0458,0.2750633325957491
F_D_WM_WW_0459,0.2757107502298652
F_D_WM_WW_0460,0.2521498689299152
F_D_WM_WW_0461,0.2589552151794993
F_D_WM_WW_0462,0.2816896387843192
F_D_WM_WW_0463,0.2725847614568066
F_D_WM_WW_0464,0.2675277040804111
F_D_WM_WW_0465,0.2952494467201298
F_D_WM_WW_0466,0.2794853861691492
F_D_WM_WW_0467,0.2626388648430001
F_D_WM_WW_0468,0.2719818594839778
F_D_WM_WW_0469,0.2697832026788085
F_D_WM_WW_0470,0.2785742606264909
F_D_WM_WW_0471,0.2535893697121937
F_D_WM_WW_0472,0.250289908993337
F_D_WM_WW_0473,0.2749484527944403
F_D_WM_WW_0474,0.2705413511543503
F_D_WM_WW_0475,0.2622449089645991
F_D_WM_WW_0476,0.2407699667870911
F_D_WM_WW_0477,0.2423043703955956
F_D_WM_WW_0478,0.2687590098600411
F_D_WM_WW_0479,0.2821585929927875
F_D_WM_WW_0480,0.2944137805515623
F_D_WM_WW_0481,0.2675906672805865
F_D_WM_WW_0482,0.2446100721449069
F_D_WM_WW_0483,0.277348631867885
F_D_WM_WW_0484,0.2776808181321545
F_D_WM_WW_0485,0.2771277236741671
F_D_WM_WW_0486,0.2730478339168045
F_D_WM_WW_0487,0.2563307812657761
F_D_WM_WW_0488,0.2763643080518198
F_D_WM_WW_0489,0.2739184588276293
F_D_WM_WW_0490,0.2644800966396428
F_D_WM_WW_0491,0.2782004098703757
F_D_WM_WW_0492,0.2822754993531163
F_D_WM_WW_0493,0.2752474025659752
F_D_WM_WW_0494,0.3115869343330728
F_D_WM_WW_0495,0.2911962147443955
F_D_WM_WW_0496,0.2725393198667793
F_D_WM_WW_0497,0.2824025241986208
F_D_WM_WW_0498,0.2542590957984005
F_D_WM_WW_0499,0.3017826606379651
F_D_WM_WW_0500,0.2810004308611131
F_D_WM_WW_0501,0.283426504926736
F_D_WM_WW_0502,0.2648790353530844
F_D_WM_WW_0503,0.2811872559268265
F_D_WM_WW_0504,0.2535963972817076
F_D_WM_WW_0505,0.2754108850199295
F_D_WM_WW_0506,0.2740236914174995
F_D_WM_WW_0507,0.2816238711104987
F_D_WM_WW_0508,0.2694819358954664
F_D_WM_WW_0509,0.2744455252616536
F_D_WM_WW_0510,0.2611703793283255
F_D_WM_WW_0511,0.2742281297745418
F_D_WM_WW_0512,0.2816480042055946
F_D_WM_WW_0513,0.2871760944412329
F_D_WM_WW_0514,0.2794720973919704
F_D_WM_WW_0515,0.2738494534108719
F_D_WM_WW_0516,0.2512119942157686
F_D_WM_WW_0517,0.2715712520770217
F_D_WM_WW_0518,0.2718784202832269
F_D_WM_WW_0519,0.2905860839122323
F_D_WM_WW_0520,0.2680369083127454
F_D_WM_WW_0521,0.2585908237154959
F_D_WM_WW_0522,0.2800914997503769
F_D_WM_WW_0523,0.2515612497883698
F_D_WM_WW_0524,0.2789671410713547
F_D_WM_WW_0525,0.2915530702620106
F_D_WM_WW_0526,0.2674575092749535
F_D_WM_WW_0527,0.2722357330483816
F_D_WM_WW_0528,0.2704924086539474
F_D_WM_WW_0529,0.2737895796006871
F_D_WM_WW_0530,0.286650636628744
F_D_WM_WW_0531,0.2557848427331802
F_D_WM_WW_0532,0.2693203827606305
F_D_WM_WW_0533,0.2570911344667956
F_D_WM_WW_0534,0.2734503109226443
F_D_WM_WW_0535,0.2754549819040461
F_D_WM_WW_0536,0.2925156860963573
F_D_WM_WW_0537,0.2679517550050949
F_D_WM_WW_0538,0.2780485881816253
F_D_WM_WW_0539,0.2706721123704491
F_D_WM_WW_0540,0.2681236219336805
F_D_WM_WW_0541,0.2817615256758192
F_D_WM_WW_0542,0.2826504985971872
F_D_WM_WW_0543,0.2760368711885418
F_D_WM_WW_0544,0.2839676248414289
F_D_WM_WW_0545,0.2736227927393935
F_D_WM_WW_0546,0.2637502372217584
F_D_WM_WW_0547,0.2942210186255755
F_D_WM_WW_0548,0.259427521176957
F_D_WM_WW_0549,0.2720465297737255
F_D_WM_WW_0550,0.2713123654684308
F_D_WM_WW_0551,0.2686904831129627
F_D_WM_WW_0552,0.2856185493277047
F_D_WM_WW_0553,0.2735475843611525
F_D_WM_WW_0554,0.2614985600140868
F_D_WM_WW_0555,0.2681981818245152
F_D_WM_WW_0556,0.2890607721441092
F_D_WM_WW_0557,0.2760345827851129
F_D_WM_WW_0558,0.2857628741176466
F_D_WM_WW_0559,0.2741894394059493
F_D_WM_WW_0560,0.2704440327519958
F_D_WM_WW_0561,0.2651957201931056
F_D_WM_WW_0562,0.2680067384452594
F_D_WM_WW_0563,0.2670607134281461
F_D_WM_WW_0564,0.2815526303597177
F_D_WM_WW_0565,0.2847172489979475
F_D_WM_WW_0566,0.2781716237534192
F_D_WM_WW_0567,0.2733425188182058
F_D_WM_WW_0568,0.2793334609778757
F_D_WM_WW_0569,0.2646840317308523
F_D_WM_WW_0570,0.27616297677118
F_D_WM_WW_0571,0.2776743383456871
F_D_WM_WW_0572,0.2864736960386747
F_D_WM_WW_0573,0.2878982146604203
F_D_WM_WW_0574,0.2850802208048855
F_D_WM_WW_0575,0.2980272772764947
F_D_WM_WW_0576,0.2695040137499394
F_D_WM_WW_0577,0.2772722156914064
F_D_WM_WW_0578,0.2831016517459895
F_D_WM_WW_0579,0.2556504592965285
F_D_WM_WW_0580,0.2784563660794558
F_D_WM_WW_0581,0.2649840488953762
F_D_WM_WW_0582,0.2853906806947013
F_D_WM_WW_0583,0.2699107508711358
F_D_WM_WW_0584,0.2825656585757164
F_D_WM_WW_0585,0.284296770892769
F_D_WM_WW_0586,0.2914723524147935
F_D_WM_WW_0587,0.27596356026641
F_D_WM_WW_0588,0.2616959145762237
F_D_WM_WW_0589,0.2695031514645664
F_D_WM_WW_0590,0.2773841933681047
F_D_WM_WW_0591,0.2668544117398194
F_D_WM_WW_0592,0.2741937525426333
F_D_WM_WW_0593,0.2724284807056805
F_D_WM_WW_0594,0.2838716572343633
F_D_WM_WW_0595,0.2755259674576844
F_D_WM_WW_0596,0.2722551577456449
F_D_WM_WW_0597,0.2510330951052621
F_D_WM_WW_0598,0.2923511160480062
F_D_WM_WW_0599,0.2755038516894242
F_D_WM_WW_0600,0.2629656272462116
F_D_WM_WW_0601,0.2762673120298345
F_D_WM_WW_0602,0.2791918501032428
F_D_WM_WW_0604,0.2728113150384373
F_D_WM_WW_0605,0.2725745177350606
F_D_WM_WW_0606,0.265196760397818
F_D_WM_WW_0607,0.3033939137211277
F_D_WM_WW_0608,0.2770065110811447
F_D_WM_WW_0609,0.2920180677498223
F_D_WM_WW_0610,0.2764795680516744
F_D_WM_WW_0611,0.2935642450587069
F_D_WM_WW_0612,0.2653397101543378
F_D_WM_WW_0613,0.2803830979087879
F_D_WM_WW_0614,0.2528615720562027
F_D_WM_WW_0615,0.2597966402953117
F_D_WM_WW_0616,0.2779465586082107
F_D_WM_WW_0617,0.284790420341882
F_D_WM_WW_0618,0.2842790521173852
F_D_WM_WW_0619,0.2511674406473203
F_D_WM_WW_0620,0.2626074654126565
F_D_WM_WW_0621,0.2853319094583096
F_D_WM_WW_0622,0.2682936249609509
F_D_WM_WW_0623,0.2689353287166691
F_D_WM_WW_0624,0.2708409877886686
F_D_WM_WW_0625,0.2692054983065794
F_D_WM_WW_0626,0.3003272232162669
F_D_WM_WW_0627,0.2686022282562414
F_D_WM_WW_0628,0.268745968538603
F_D_WM_WW_0629,0.2839016085331088
F_D_WM_WW_0630,0.2731224572179127
F_D_WM_WW_0631,0.3110412283400862
F_D_WM_WW_0632,0.2753834310001014
F_D_WM_WW_0633,0.2668977812271639
F_D_WM_WW_0634,0.2662759003985736
F_D_WM_WW_0635,0.2674276194709362
F_D_WM_WW_0636,0.2646181794637959
F_D_WM_WW_0637,0.2855354238009455
F_D_WM_WW_0638,0.2820776801654971
F_D_WM_WW_0639,0.2760731194051518
F_D_WM_WW_0640,0.2544367156360996
F_D_WM_WW_0641,0.2934794421832233
F_D_WM_WW_0642,0.261820294310795
F_D_WM_WW_0643,0.2774343816995311
